i,j,Longtitude,Latitude,Sealevel,UpCont,Code,Error
2994,2685,99.783333,0.516667,28,28.758595,108,100
2995,2685,99.816667,0.516667,30,31.000893,108,100
2996,2685,99.85,0.516667,34,33.390468,108,100
2997,2685,99.883333,0.516667,37,35.681413,108,100
2998,2685,99.916667,0.516667,40,37.686474,108,100
2999,2685,99.95,0.516667,42,39.29449,108,100
3000,2685,99.983333,0.516667,43,40.463182,108,100
3001,2685,100.016667,0.516667,44,41.219172,108,100
3002,2685,100.05,0.516667,99999,41.635889,108,100
3003,2685,100.083333,0.516667,99999,41.756663,108,100
3004,2685,100.116667,0.516667,99999,41.57983,108,100
3005,2685,100.15,0.516667,99999,41.153805,108,100
3006,2685,100.183333,0.516667,99999,40.587482,108,100
3007,2685,100.216667,0.516667,99999,39.97389,108,100
3008,2685,100.25,0.516667,99999,39.369812,108,100
3009,2685,100.283333,0.516667,99999,38.845533,108,100
3010,2685,100.316667,0.516667,99999,38.528913,108,100
3011,2685,100.35,0.516667,99999,38.499122,108,100
3012,2685,100.383333,0.516667,99999,38.702898,108,100
3013,2685,100.416667,0.516667,99999,39.052881,108,100
3014,2685,100.45,0.516667,99999,39.499457,108,100
3015,2685,100.483333,0.516667,99999,40.018069,108,100
3016,2685,100.516667,0.516667,99999,40.58966,108,100
3017,2685,100.55,0.516667,99999,41.170384,108,100
3018,2685,100.583333,0.516667,99999,41.68445,108,100
2974,2684,99.116667,0.55,21,18.607146,108,100
2975,2684,99.15,0.55,20,17.846051,108,100
2976,2684,99.183333,0.55,19,17.182569,108,100
2977,2684,99.216667,0.55,18,16.661925,108,100
2978,2684,99.25,0.55,18,16.295313,108,100
2979,2684,99.283333,0.55,17,16.068369,108,100
2980,2684,99.316667,0.55,17,16.033725,108,100
2981,2684,99.35,0.55,17,16.20942,108,100
2982,2684,99.383333,0.55,17,16.559774,108,100
2983,2684,99.416667,0.55,17,17.104908,108,100
2984,2684,99.45,0.55,18,17.847737,108,100
2985,2684,99.483333,0.55,19,18.764214,108,100
2986,2684,99.516667,0.55,20,19.868425,108,100
2987,2684,99.55,0.55,22,21.092511,108,100
2988,2684,99.583333,0.55,23,22.334579,108,100
2989,2684,99.616667,0.55,24,23.544154,108,100
2990,2684,99.65,0.55,25,24.650978,108,100
2991,2684,99.683333,0.55,25,25.615521,108,100
2992,2684,99.716667,0.55,25,26.511692,108,100
2993,2684,99.75,0.55,25,27.560691,108,100
2994,2684,99.783333,0.55,27,29.034033,108,100
2995,2684,99.816667,0.55,29,31.002897,108,100
2996,2684,99.85,0.55,33,33.225852,108,100
2997,2684,99.883333,0.55,36,35.378185,108,100
2998,2684,99.916667,0.55,39,37.257242,108,100
2999,2684,99.95,0.55,41,38.770169,108,100
3000,2684,99.983333,0.55,42,39.884664,108,100
3001,2684,100.016667,0.55,43,40.629031,108,100
3002,2684,100.05,0.55,99999,41.076102,108,100
3003,2684,100.083333,0.55,99999,41.271842,108,100
3004,2684,100.116667,0.55,99999,41.22161,108,100
3005,2684,100.15,0.55,99999,40.950872,108,100
3006,2684,100.183333,0.55,99999,40.535868,108,100
3007,2684,100.216667,0.55,99999,40.055723,108,100
3008,2684,100.25,0.55,99999,39.557962,108,100
3009,2684,100.283333,0.55,99999,39.12501,108,100
3010,2684,100.316667,0.55,99999,38.901872,108,100
3011,2684,100.35,0.55,99999,38.930928,108,100
3012,2684,100.383333,0.55,99999,39.127191,108,100
3013,2684,100.416667,0.55,99999,39.425062,108,100
3014,2684,100.45,0.55,99999,39.807279,108,100
3015,2684,100.483333,0.55,99999,40.279354,108,100
3016,2684,100.516667,0.55,99999,40.829203,108,100
3017,2684,100.55,0.55,99999,41.410945,108,100
3018,2684,100.583333,0.55,99999,41.953103,108,100
2974,2683,99.116667,0.583333,26,23.170622,108,100
2975,2683,99.15,0.583333,25,22.326352,108,100
2976,2683,99.183333,0.583333,24,21.612578,108,100
2977,2683,99.216667,0.583333,23,21.0374,108,100
2978,2683,99.25,0.583333,22,20.587878,108,100
2979,2683,99.283333,0.583333,22,20.240787,108,100
2980,2683,99.316667,0.583333,21,20.055308,108,100
2981,2683,99.35,0.583333,21,20.083695,108,100
2982,2683,99.383333,0.583333,21,20.281865,108,100
2983,2683,99.416667,0.583333,21,20.657453,108,100
2984,2683,99.45,0.583333,22,21.280546,108,100
2985,2683,99.483333,0.583333,23,22.116184,108,100
2986,2683,99.516667,0.583333,24,23.088633,108,100
2987,2683,99.55,0.583333,25,24.158648,108,100
2988,2683,99.583333,0.583333,26,25.246789,108,100
2989,2683,99.616667,0.583333,27,26.258538,108,100
2990,2683,99.65,0.583333,28,27.114413,108,100
2991,2683,99.683333,0.583333,28,27.782909,108,100
2992,2683,99.716667,0.583333,27,28.35513,108,100
2993,2683,99.75,0.583333,27,29.064066,108,100
2994,2683,99.783333,0.583333,28,30.188265,108,100
2995,2683,99.816667,0.583333,30,31.81772,108,100
2996,2683,99.85,0.583333,33,33.730696,108,100
2997,2683,99.883333,0.583333,36,35.6125,108,100
2998,2683,99.916667,0.583333,39,37.270143,108,100
2999,2683,99.95,0.583333,40,38.618166,108,100
3000,2683,99.983333,0.583333,42,39.626171,108,100
3001,2683,100.016667,0.583333,99999,40.315585,108,100
3002,2683,100.05,0.583333,99999,40.739694,108,100
3003,2683,100.083333,0.583333,99999,40.940826,108,100
3004,2683,100.116667,0.583333,99999,40.956144,108,100
3005,2683,100.15,0.583333,99999,40.812934,108,100
3006,2683,100.183333,0.583333,99999,40.529546,108,100
3007,2683,100.216667,0.583333,99999,40.133115,108,100
3008,2683,100.25,0.583333,99999,39.694863,108,100
3009,2683,100.283333,0.583333,99999,39.35149,108,100
3010,2683,100.316667,0.583333,99999,39.219352,108,100
3011,2683,100.35,0.583333,99999,39.285492,108,100
3012,2683,100.383333,0.583333,99999,39.453376,108,100
3013,2683,100.416667,0.583333,99999,39.670782,108,100
3014,2683,100.45,0.583333,99999,39.969112,108,100
3015,2683,100.483333,0.583333,99999,40.386916,108,100
3016,2683,100.516667,0.583333,99999,40.895081,108,100
3017,2683,100.55,0.583333,99999,41.436305,108,100
3018,2683,100.583333,0.583333,99999,41.947287,108,100
